Case ID;Actual;Prefix Length;Prediction;"Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
1112_5;1;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1113_9;1;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1119_9;1;9;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
1120_7;1;7;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
1121_5;1;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1126_8;1;8;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
1128_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1130_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1132_14;1;14;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
1138_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
1141_5;0;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
913_8;1;8;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
915_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
916_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
917_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
921_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
921_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
924_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
928_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
928_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
928_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
929_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
929_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
931_2;0;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
935_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
938_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
948_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
951_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
952_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
956_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
957_9;1;9;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
960_11;1;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
963_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
967_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
969_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
973_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
973_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
974_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
974_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
976_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
977_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
982_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
982_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";;;;baseline_max
982_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
984_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
987_12;1;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
987_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
988_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
988_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
998_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_max
