Case ID;Actual;Prefix Length;Prediction;"Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
935_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
938_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
948_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
951_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
952_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
956_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
957_9;1;9;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_mean
960_11;1;11;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
963_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
967_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
969_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
973_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
973_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
974_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
974_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
976_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
977_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
982_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_mean
982_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;baseline_mean
982_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
984_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
987_12;1;12;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
987_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
988_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
988_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
998_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";;;;baseline_mean
