Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
205960_7;0;7;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
205984_2;0;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206099_13;0;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206108_11;1;11;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206108_14;1;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206150_12;0;12;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206231_5;0;5;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206336_14;0;14;1;0.5040057288636262;1.0;1.0;1.0;0.5;1.0;0.12698307174968862;0.008333333333333333;1.0;0.0
206360_5;1;5;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206456_9;1;9;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
206480_6;1;6;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
206546_2;1;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206576_11;0;11;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206576_2;0;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206642_10;0;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206660_10;1;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206706_11;0;11;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
206790_6;0;6;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206898_4;1;4;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
206910_9;1;9;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207281_2;1;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207440_2;1;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207467_12;0;12;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207662_13;0;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207810_14;0;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207810_3;0;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207825_3;1;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
207873_6;0;6;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
208002_4;0;4;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208157_10;1;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208157_7;1;7;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208289_14;0;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208310_3;0;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208478_10;1;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208478_3;1;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208520_13;1;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208655_14;1;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
208667_10;0;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209063_4;1;4;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209461_5;0;5;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209592_7;1;7;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209619_7;0;7;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209652_11;0;11;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209766_11;1;11;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209823_8;1;8;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
209835_5;1;5;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209838_12;1;12;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
209841_2;0;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210008_12;1;12;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210224_6;0;6;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210287_3;1;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210287_8;1;8;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210344_8;0;8;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210386_4;1;4;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210476_9;1;9;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210518_6;1;6;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210563_8;0;8;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210629_6;0;6;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
210683_10;1;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
210722_6;1;6;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211011_5;1;5;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211011_7;1;7;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211029_11;1;11;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211083_13;1;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211086_14;0;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211113_12;1;12;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211212_12;1;12;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
211227_5;0;5;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211573_11;0;11;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211817_2;0;2;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211859_8;0;8;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
211916_12;0;12;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212052_6;1;6;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212091_8;1;8;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
212118_9;0;9;0;0.5561301588367642;1.0;1.0;1.0;0.0;0.0;0.12698307174968862;0.008333333333333333;1.0;0.0
212512_3;0;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212590_8;0;8;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212692_7;1;7;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212761_14;1;14;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212803_3;1;3;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
212947_4;0;4;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
213342_14;1;14;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
213459_13;1;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.12918994572232131;0.008333333333333333;1.0;0.0
213495_10;0;10;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
213501_11;1;11;1;0.5040057288636262;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
213804_10;0;10;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
214226_13;1;13;0;0.5561301588367642;1.0;1.0;1.0;1.0;1.0;0.1291537225488286;0.008333333333333333;1.0;0.0
