Case ID,Actual,Prefix Length,Prediction,Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
973_4,0,4,0,0.5970149253731343;1.0;0.5;0.4721250871348586;0.0;0.0;0.05873660797507345
979_4,0,4,1,0.6377551020408163;1.0;0.16666666666666666;0.8156051894949384;1.0;0.16666666666666666;0.10096203624151795
980_4,1,4,1,0.6377551020408163;1.0;0.16666666666666666;0.8156051894949384;1.0;0.16666666666666666;0.10090262059564976
1003_5,0,5,0,0.5;1.0;0.14285714285714285;0.3719977014136534;1.0;0.14285714285714285;0.08468114662336167
1009_5,0,5,1,0.75;1.0;0.05555555555555555;0.5977552760058884;1.0;0.05555555555555555;0.14333939892984487
1062_5,1,5,1,1.0;1.0;0.047619047619047616;0.6443448225774064;1.0;0.047619047619047616;0.15272973607529325
1104_5,1,5,1,1.0;1.0;0.16666666666666666;0.3480952416719293;1.0;0.16666666666666666;0.09708719088871157
1110_5,0,5,0,1.0;1.0;0.2;0.31737217734875944;1.0;0.2;0.06487290646845423
1123_5,0,5,0,1.0;0.5;0.1;0.4462922308226529;1.0;0.1;0.10466933618685448
1130_5,1,5,1,1.0;1.0;0.16666666666666666;0.3487452794715034;1.0;0.16666666666666666;0.09711311883393489
943_5,1,5,1,1.0;1.0;0.16666666666666666;0.3481881042147256;1.0;0.16666666666666666;0.09708719088871157
1024_6,0,6,1,0.6654804270462633;1.0;0.3333333333333333;0.9995119570522206;1.0;0.3333333333333333;0.06614672045972735
1043_6,1,6,0,0.7085714285714285;1.0;1.0;0.5775615593226605;0.0;0.0;0.03818518065742393
1058_6,1,6,1,1.0;1.0;0.3333333333333333;0.9990239141044412;1.0;0.3333333333333333;0.06614672045972735
1072_6,1,6,1,0.6654804270462633;1.0;0.3333333333333333;0.9995119570522206;1.0;0.3333333333333333;0.06614672045972735
1092_6,0,6,1,0.6654804270462633;1.0;0.3333333333333333;0.9995119570522206;1.0;0.3333333333333333;0.06614672045972735
962_6,1,6,1,1.0;1.0;0.3333333333333333;0.9990239141044412;1.0;0.3333333333333333;0.06614672045972735
979_6,0,6,1,0.6654804270462633;1.0;0.3333333333333333;0.9995119570522206;1.0;0.3333333333333333;0.06614672045972735
999_6,0,6,1,0.6654804270462633;1.0;0.3333333333333333;0.9995119570522206;1.0;0.3333333333333333;0.06614672045972735
1002_7,1,7,0,0.7071823204419889;1.0;1.0;0.5002542588519275;1.0;1.0;0.036803971452561784
1011_7,0,7,1,0.6711711711711712;1.0;0.25;1.0;1.0;0.25;0.07349568812803348
1026_7,1,7,1,0.6711711711711712;1.0;0.25;1.0;1.0;0.25;0.07347074050816654
1054_7,1,7,0,0.7071823204419889;1.0;1.0;0.5002542588519275;1.0;1.0;0.036803971452561784
1106_7,0,7,1,0.6711711711711712;1.0;0.25;1.0;1.0;0.25;0.07349568812803348
1124_7,0,7,1,0.6711711711711712;1.0;0.25;1.0;1.0;0.25;0.07339589764856569
1140_7,0,7,0,0.8571428571428571;1.0;0.3333333333333333;0.8649977542660169;1.0;0.3333333333333333;0.06363834408446212
946_7,1,7,1,1.0;1.0;0.5;0.7068671245854642;0.0;0.0;0.05193405108417246
1006_8,1,8,1,0.7926829268292683;1.0;0.3333333333333333;0.7068473167443733;1.0;0.3333333333333333;0.06138288704036819
1088_8,0,8,1,0.5619834710743802;1.0;0.16666666666666666;0.9993704752911552;1.0;0.16666666666666666;0.08623953852347017
1099_8,0,8,1,0.5619834710743802;1.0;0.16666666666666666;0.9993704752911552;1.0;0.16666666666666666;0.08631236828259482
1108_8,0,8,1,0.7926829268292683;1.0;0.3333333333333333;0.7068473167443733;1.0;0.3333333333333333;0.06138288704036819
1138_8,0,8,1,0.7926829268292683;1.0;0.3333333333333333;0.7068473167443733;1.0;0.3333333333333333;0.06138288704036819
1139_8,1,8,0,0.7662337662337663;1.0;0.25;0.8154689352308632;1.0;0.25;0.0708677073628133
918_8,1,8,1,0.5619834710743802;1.0;0.16666666666666666;0.9993704752911552;1.0;0.16666666666666666;0.0861849162041267
984_8,1,8,1,0.5619834710743802;1.0;0.16666666666666666;0.9993704752911552;1.0;0.16666666666666666;0.08623953852347017
1014_9,1,9,1,1.0;1.0;1.0;0.5002196997542858;1.0;1.0;0.03421585919036212
1039_9,0,9,0,0.75;1.0;0.25;0.9991210079109288;1.0;0.25;0.06840166272373796
1108_9,0,9,1,0.5358851674641149;1.0;0.25;0.9991210079109288;1.0;0.25;0.06828141368291099
1112_9,1,9,1,1.0;1.0;0.5;0.7068996917748177;1.0;0.5;0.048381448966261
1141_9,0,9,1,0.5358851674641149;1.0;0.25;0.9991210079109288;1.0;0.25;0.06828141368291099
943_9,1,9,1,1.0;1.0;0.5;0.7068996917748177;1.0;0.5;0.048381448966261
952_9,0,9,1,0.5358851674641149;1.0;0.25;0.9991210079109288;1.0;0.25;0.0682613721761065
963_9,1,9,1,1.0;1.0;1.0;0.5002196997542858;1.0;1.0;0.03421585919036212
1009_10,0,10,0,0.675;1.0;0.14285714285714285;0.9996848160113468;1.0;0.14285714285714285;0.08766903562900456
1014_10,1,10,1,1.0;1.0;1.0;0.3782770556729986;1.0;1.0;0.033184102867234215
1077_10,1,10,1,1.0;1.0;1.0;0.3782770556729986;1.0;1.0;0.033184102867234215
1088_10,0,10,0,0.675;1.0;0.14285714285714285;0.9996848160113468;1.0;0.14285714285714285;0.08766903562900456
936_10,0,10,0,0.9482758620689655;1.0;0.3333333333333333;0.6545334736415107;1.0;0.3333333333333333;0.05741851321308781
947_10,0,10,0,0.675;1.0;0.14285714285714285;0.9996848160113468;1.0;0.14285714285714285;0.08766903562900456
969_10,1,10,0,0.675;1.0;0.14285714285714285;0.9996848160113468;1.0;0.14285714285714285;0.08766903562900456
981_10,1,10,1,0.6060606060606061;1.0;0.14285714285714285;0.9988968560397132;1.0;0.14285714285714285;0.08766903562900456
1017_11,1,11,1,0.8990825688073395;1.0;1.0;0.5001963479360976;0.0;0.0;0.03231571596386052
1028_11,1,11,1,0.7122641509433962;1.0;0.25;0.9992144540455618;1.0;0.25;0.06465681242425313
1035_11,1,11,0,0.7708333333333334;1.0;0.3333333333333333;0.8652318285528695;1.0;0.3333333333333333;0.055996888485056594
1039_11,0,11,0,0.7708333333333334;1.0;0.3333333333333333;0.8652318285528695;1.0;0.3333333333333333;0.055996888485056594
930_11,1,11,1,0.8990825688073395;1.0;1.0;0.5001963479360976;0.0;0.0;0.03231571596386052
935_11,0,11,0,0.7708333333333334;1.0;0.3333333333333333;0.8652318285528695;1.0;0.3333333333333333;0.055996888485056594
972_11,0,11,0,0.7708333333333334;1.0;0.3333333333333333;0.8652318285528695;1.0;0.3333333333333333;0.055996888485056594
976_11,0,11,1,0.7122641509433962;1.0;0.25;0.9992144540455618;1.0;0.25;0.06465681242425313
1006_12,1,12,1,0.5833333333333334;1.0;0.2;0.645417823228038;1.0;0.2;0.06396495053220955
1017_12,1,12,1,0.5833333333333334;1.0;0.2;0.645417823228038;1.0;0.2;0.06396495053220955
1018_12,0,12,1,0.6623376623376623;1.0;0.1111111111111111;0.8643506412624766;1.0;0.1111111111111111;0.09265577945454843
1084_12,0,12,0,0.7555555555555555;1.0;0.5;0.40794649297517976;0.0;0.0;0.044142444586834896
1095_12,0,12,0,0.7555555555555555;1.0;0.5;0.40794649297517976;0.0;0.0;0.044142444586834896
1099_12,0,12,0,0.7555555555555555;1.0;0.5;0.40794649297517976;0.0;0.0;0.044142444586834896
1100_12,1,12,1,0.5833333333333334;1.0;0.2;0.645417823228038;1.0;0.2;0.05743424392368632
981_12,1,12,1,0.5833333333333334;1.0;0.2;0.645417823228038;1.0;0.2;0.06364671694747219
1023_13,0,13,0,0.6062176165803109;1.0;0.3333333333333333;1.0;1.0;0.3333333333333333;0.05271224183125686
1029_13,0,13,0,0.9736842105263158;1.0;0.3333333333333333;0.9993815708101424;1.0;0.3333333333333333;0.05271224183125686
1057_13,1,13,1,0.6879432624113475;1.0;0.5;0.8162125876029597;1.0;0.5;0.04305766964877957
1090_13,1,13,1,0.6879432624113475;1.0;0.5;0.8162125876029597;1.0;0.5;0.04305766964877957
1106_13,0,13,0,0.6062176165803109;1.0;0.3333333333333333;1.0;1.0;0.3333333333333333;0.05271224183125686
1110_13,0,13,0,0.9736842105263158;1.0;0.3333333333333333;0.9993815708101424;1.0;0.3333333333333333;0.05271224183125686
962_13,1,13,1,1.0;1.0;1.0;0.5774841475147156;1.0;1.0;0.030449899590880514
998_13,1,13,1,0.6879432624113475;1.0;0.5;0.8162125876029597;1.0;0.5;0.04305766964877957
1014_14,1,14,1,0.8125;1.0;0.125;0.8930296707614097;1.0;0.125;0.08347291813269993
1027_14,0,14,0,0.8125;1.0;0.14285714285714285;0.8360865343839301;1.0;0.14285714285714285;0.07891590393330579
1040_14,1,14,0,0.8125;1.0;0.14285714285714285;0.8355530096985979;1.0;0.14285714285714285;0.07891590393330579
1044_14,1,14,0,0.8125;1.0;0.14285714285714285;0.8356597146356644;1.0;0.14285714285714285;0.07891590393330579
1052_14,1,14,0,0.8125;1.0;0.14285714285714285;0.8360865343839301;1.0;0.14285714285714285;0.07891590393330579
1084_14,0,14,0,0.8125;1.0;0.14285714285714285;0.8355530096985979;1.0;0.14285714285714285;0.07891590393330579
1098_14,0,14,0,0.8125;1.0;0.14285714285714285;0.8355530096985979;1.0;0.14285714285714285;0.07891590393330579
928_14,0,14,1,0.8125;1.0;0.125;0.8930296707614097;1.0;0.125;0.08350116297303357
